symbol,stock_name,signal_date,strategy_name,signal_level,market_cap_formatted,pe,pb,revenue_growth_yoy,profit_growth_yoy,peg_like_ratio,net_profit_positive_3y_latest,growth_positive,pe_lt_30,peg_like_lt_1,tech_notes,error_reason
001328,登康口腔,2025-06-05,AdaptedMAPullbackStrategy,Daily,86.09亿,53.47,5.75,0.19,0.16,3.42,是,是,否,否,,
001338,永顺泰,2025-06-05,ChanBreakoutStrategyV8,Daily,66.68亿,22.30,1.81,0.11,-0.14,,是,否,是,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.1351619271233564).; PEG近似值计算失败：利润增长率无效或非正 (-0.1351619271233564).
002055,得润电子,2025-06-05,ChanBreakoutStrategyV8,Daily,42.44亿,,3.07,-0.21,2.18,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-1225000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-1225000000.0).
002121,科陆电子,2025-06-05,ChanBreakoutStrategyV8,Daily,85.37亿,,14.95,0.16,8.57,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-463999999.99999994).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-463999999.99999994).
002136,安 纳 达,2025-06-05,AdaptedMAPullbackStrategy,Daily,23.37亿,207.64,2.01,0.01,-1.55,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-1.554041647765321).; PEG近似值计算失败：利润增长率无效或非正 (-1.554041647765321).
002144,宏达高科,2025-06-05,AdaptedMAPullbackStrategy,Daily,20.61亿,73.76,1.00,0.02,-0.02,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.017272722187728982).; PEG近似值计算失败：利润增长率无效或非正 (-0.017272722187728982).
002200,*ST交投,2025-06-05,AdaptedMAPullbackStrategy,Daily,14.69亿,,,-0.28,-1.31,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-1.3126063769431522).; PE计算失败：年度净利润无效或非正 (-87732500.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-1.3126063769431522).; PE计算失败：年度净利润无效或非正 (-87732500.0).
002229,鸿博股份,2025-06-05,AdaptedMAPullbackStrategy,Daily,85.30亿,,6.38,3.37,4.37,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-293000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-293000000.0).
002255,海陆重工,2025-06-05,AdaptedMAPullbackStrategy,Daily,79.85亿,21.18,1.96,0.00,0.62,0.34,是,是,是,是,,
002265,建设工业,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,232.64亿,89.48,6.36,-0.17,0.49,1.81,是,否,否,否,,
002297,博云新材,2025-06-05,AdaptedMAPullbackStrategy,Daily,42.35亿,,2.06,0.50,-0.94,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.9440911107824287).; PE计算失败：年度净利润无效或非正 (-67229800.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.9440911107824287).; PE计算失败：年度净利润无效或非正 (-67229800.0).
002331,皖通科技,2025-06-05,AdaptedMAPullbackStrategy,Daily,34.08亿,92.31,2.00,-0.11,-0.83,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.827715619355898).; PEG近似值计算失败：利润增长率无效或非正 (-0.827715619355898).
002335,科华数据,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,218.84亿,69.47,3.69,0.03,-0.06,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.0625664551884676).; PEG近似值计算失败：利润增长率无效或非正 (-0.0625664551884676).
002338,奥普光电,2025-06-05,AdaptedMAPullbackStrategy,Daily,106.20亿,159.89,7.93,-0.03,-0.19,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.19310501936365695).; PEG近似值计算失败：利润增长率无效或非正 (-0.19310501936365695).
002364,中恒电气,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,89.83亿,81.67,3.67,0.11,0.84,0.97,否,是,否,是,,
002370,亚太药业,2025-06-05,ChanBreakoutStrategyV8,Daily,29.45亿,86.02,2.95,-0.43,-1.60,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-1.602454642475988).; PEG近似值计算失败：利润增长率无效或非正 (-1.602454642475988).
002379,宏创控股,2025-06-05,AdaptedMAPullbackStrategy,Daily,124.55亿,,6.54,-0.05,-1.60,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-1.5960227378276461).; PE计算失败：年度净利润无效或非正 (-68981800.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-1.5960227378276461).; PE计算失败：年度净利润无效或非正 (-68981800.0).
002392,北京利尔,2025-06-05,AdaptedMAPullbackStrategy,Daily,74.29亿,23.29,1.35,0.11,0.49,0.48,是,是,是,是,,
002413,雷科防务,2025-06-05,AdaptedMAPullbackStrategy,Daily,65.98亿,,1.94,-0.10,-0.18,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.17545248760428206).; PE计算失败：年度净利润无效或非正 (-396000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.17545248760428206).; PE计算失败：年度净利润无效或非正 (-396000000.0).
002489,浙江永强,2025-06-05,AdaptedMAPullbackStrategy,Daily,83.72亿,18.12,1.88,0.12,0.45,0.41,是,是,是,是,,
002491,通鼎互联,2025-06-05,ChanBreakoutStrategyV8,Daily,69.99亿,90.51,2.61,-0.15,5.84,0.15,是,否,否,是,,
002510,天汽模,2025-06-05,AdaptedMAPullbackStrategy,Daily,67.71亿,71.08,2.71,-0.01,-0.14,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.14404089830802674).; PEG近似值计算失败：利润增长率无效或非正 (-0.14404089830802674).
002546,新联电子,2025-06-05,ChanBreakoutStrategyV8,Daily,45.62亿,17.09,1.33,0.11,7.41,0.02,是,是,是,是,,
002560,通达股份,2025-06-05,AdaptedMAPullbackStrategy,Daily,39.27亿,154.05,1.54,0.39,0.10,15.62,是,是,否,否,,
002564,天沃科技,2025-06-05,AdaptedMAPullbackStrategy,Daily,48.36亿,201.16,30.80,-0.04,0.24,8.44,否,否,否,否,,
002584,西陇科学,2025-06-05,AdaptedMAPullbackStrategy,Daily,60.10亿,97.29,2.60,-0.11,0.23,4.31,是,否,否,否,,
002590,万安科技,2025-06-05,AdaptedMAPullbackStrategy,Daily,72.51亿,34.37,2.48,0.15,0.47,0.74,是,是,否,是,,
002598,山东章鼓,2025-06-05,AdaptedMAPullbackStrategy,Daily,33.48亿,46.80,2.58,0.03,-0.30,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.29841556411845543).; PEG近似值计算失败：利润增长率无效或非正 (-0.29841556411845543).
002626,金达威,2025-06-05,AdaptedMAPullbackStrategy,Daily,110.34亿,32.26,2.52,0.11,0.72,0.45,是,是,否,是,,
002636,金安国纪,2025-06-05,ChanBreakoutStrategyV8,Daily,64.65亿,174.44,1.90,0.15,2.12,0.82,否,是,否,是,,
002640,跨境通,2025-06-05,AdaptedMAPullbackStrategy,Daily,72.45亿,,8.47,-0.02,0.78,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-479000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-479000000.0).
002658,雪迪龙,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,46.41亿,27.46,1.79,0.09,2.57,0.11,是,是,是,是,,
002658,雪迪龙,2025-06-05,ChanBreakoutStrategyV8,Daily,46.41亿,27.46,1.79,0.09,2.57,0.11,是,是,是,是,,
002660,茂硕电源,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,32.99亿,48.88,2.54,0.15,-0.95,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.9499778329861895).; PEG近似值计算失败：利润增长率无效或非正 (-0.9499778329861895).
002811,郑中设计,2025-06-05,AdaptedMAPullbackStrategy,Daily,33.26亿,34.86,2.51,0.19,-0.40,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.40252933526258394).; PEG近似值计算失败：利润增长率无效或非正 (-0.40252933526258394).
002909,集泰股份,2025-06-05,AdaptedMAPullbackStrategy,Daily,24.41亿,126.63,2.60,0.07,0.46,2.76,否,是,否,否,,
002922,伊戈尔,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,63.10亿,21.54,1.94,0.40,-0.28,,是,否,是,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.2801233563198698).; PEG近似值计算失败：利润增长率无效或非正 (-0.2801233563198698).
002963,豪尔赛,2025-06-05,AdaptedMAPullbackStrategy,Daily,17.97亿,,1.36,-0.60,-5.18,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-5.178185684705355).; PE计算失败：年度净利润无效或非正 (-179000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-5.178185684705355).; PE计算失败：年度净利润无效或非正 (-179000000.0).
002970,锐明技术,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,90.68亿,31.27,4.99,0.03,0.90,0.35,否,是,否,是,,
002977,天箭科技,2025-06-05,AdaptedMAPullbackStrategy,Daily,46.07亿,287.25,4.15,0.86,1.38,2.08,是,是,否,否,,
003007,直真科技,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,30.23亿,91.55,3.50,-0.35,-1.03,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-1.0322279599328068).; PEG近似值计算失败：利润增长率无效或非正 (-1.0322279599328068).
003017,大洋生物,2025-06-05,AdaptedMAPullbackStrategy,Daily,20.51亿,32.18,1.90,0.28,0.73,0.44,是,是,否,是,,
300004,南风股份,2025-06-05,AdaptedMAPullbackStrategy,Daily,39.17亿,52.58,2.22,0.21,0.44,1.18,否,是,否,否,,
300032,金龙机电,2025-06-05,AdaptedMAPullbackStrategy,Daily,41.04亿,,6.05,0.26,2.86,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-121000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-121000000.0).
300047,天源迪科,2025-06-05,AdaptedMAPullbackStrategy,Daily,95.41亿,411.18,2.91,0.43,0.45,9.07,是,是,否,否,,
300091,金通灵,2025-06-05,AdaptedMAPullbackStrategy,Daily,42.89亿,,7.04,-0.68,-1.98,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-1.9750977718629317).; PE计算失败：年度净利润无效或非正 (-1314000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-1.9750977718629317).; PE计算失败：年度净利润无效或非正 (-1314000000.0).
300095,华伍股份,2025-06-05,AdaptedMAPullbackStrategy,Daily,35.08亿,,2.05,0.15,-0.41,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.4098673993549158).; PE计算失败：年度净利润无效或非正 (-293000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.4098673993549158).; PE计算失败：年度净利润无效或非正 (-293000000.0).
300119,瑞普生物,2025-06-05,AdaptedMAPullbackStrategy,Daily,104.40亿,34.68,2.29,0.20,0.28,1.22,是,是,否,否,,
300141,和顺电气,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,22.01亿,,3.43,-0.27,-16.43,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-16.42607072003734).; PE计算失败：年度净利润无效或非正 (-26768800.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-16.42607072003734).; PE计算失败：年度净利润无效或非正 (-26768800.0).
300209,有棵树,2025-06-05,AdaptedMAPullbackStrategy,Daily,51.26亿,90.31,5.55,-0.81,1.06,0.85,否,否,否,是,,
300222,科大智能,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,78.53亿,112.13,4.71,0.28,0.98,1.15,否,是,否,否,,
300261,雅本化学,2025-06-05,AdaptedMAPullbackStrategy,Daily,71.38亿,,3.59,0.44,0.72,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-258000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-258000000.0).
300279,和晶科技,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,32.43亿,62.03,3.21,-0.13,3.63,0.17,否,否,否,是,,
300281,金明精机,2025-06-05,AdaptedMAPullbackStrategy,Daily,36.87亿,518.21,2.91,-0.15,-0.50,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.49665099361249115).; PEG近似值计算失败：利润增长率无效或非正 (-0.49665099361249115).
300310,宜通世纪,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,55.28亿,,2.95,-0.04,-3.99,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-3.9883756415591622).; PE计算失败：年度净利润无效或非正 (-30349899.999999996).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-3.9883756415591622).; PE计算失败：年度净利润无效或非正 (-30349899.999999996).
300322,硕贝德,2025-06-05,AdaptedMAPullbackStrategy,Daily,69.49亿,,7.08,0.42,2.76,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-64459000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-64459000.0).
300323,华灿光电,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,110.04亿,,1.61,0.28,0.09,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-611000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-611000000.0).
300496,中科创达,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,258.89亿,63.61,2.62,0.25,0.02,31.83,是,是,否,否,,
300513,恒实科技,2025-06-05,ChanBreakoutStrategyV8,Daily,29.49亿,,2.15,0.10,-2.29,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-2.288751793700837).; PE计算失败：年度净利润无效或非正 (-992000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-2.288751793700837).; PE计算失败：年度净利润无效或非正 (-992000000.0).
300525,博思软件,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,118.43亿,39.22,4.56,-0.01,-0.13,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.12788198133218703).; PEG近似值计算失败：利润增长率无效或非正 (-0.12788198133218703).
300575,中旗股份,2025-06-05,AdaptedMAPullbackStrategy,Daily,31.32亿,267.25,1.50,0.17,-2.45,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-2.450452273509116).; PEG近似值计算失败：利润增长率无效或非正 (-2.450452273509116).
300581,晨曦航空,2025-06-05,AdaptedMAPullbackStrategy,Daily,74.26亿,,7.55,1.49,-0.01,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.01010852383672289).; PE计算失败：年度净利润无效或非正 (-26585100.000000004).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.01010852383672289).; PE计算失败：年度净利润无效或非正 (-26585100.000000004).
300631,久吾高科,2025-06-05,AdaptedMAPullbackStrategy,Daily,28.35亿,53.47,2.23,0.07,0.26,2.06,是,是,否,否,,
300663,科蓝软件,2025-06-05,AdaptedMAPullbackStrategy,Daily,86.60亿,,10.66,-0.29,-0.04,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.03571235809510085).; PE计算失败：年度净利润无效或非正 (-534999999.99999994).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.03571235809510085).; PE计算失败：年度净利润无效或非正 (-534999999.99999994).
300695,兆丰股份,2025-06-05,AdaptedMAPullbackStrategy,Daily,58.46亿,41.76,2.26,0.04,0.20,2.05,是,是,否,否,,
300708,聚灿光电,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,76.72亿,39.14,2.87,0.22,0.28,1.41,否,是,否,否,,
300712,永福股份,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,44.37亿,122.25,3.46,-0.02,0.05,25.51,是,否,否,否,,
300825,阿尔特,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,52.05亿,,2.33,0.07,-0.40,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.40228210964929195).; PE计算失败：年度净利润无效或非正 (-133000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.40228210964929195).; PE计算失败：年度净利润无效或非正 (-133000000.0).
300855,图南股份,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,90.97亿,34.07,4.58,-0.18,-0.54,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.5409249181259373).; PEG近似值计算失败：利润增长率无效或非正 (-0.5409249181259373).
300862,蓝盾光电,2025-06-05,AdaptedMAPullbackStrategy,Daily,51.67亿,796.80,2.58,-0.14,-1.26,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-1.2564410288029595).; PEG近似值计算失败：利润增长率无效或非正 (-1.2564410288029595).
300867,圣元环保,2025-06-05,AdaptedMAPullbackStrategy,Daily,50.68亿,27.85,1.36,-0.02,0.43,0.64,是,否,是,是,,
300882,万胜智能,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,44.56亿,37.45,3.72,0.04,-0.16,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.15947395418281077).; PEG近似值计算失败：利润增长率无效或非正 (-0.15947395418281077).
300884,狄耐克,2025-06-05,AdaptedMAPullbackStrategy,Daily,31.50亿,,2.49,-0.10,-3.52,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-3.516665119301829).; PE计算失败：年度净利润无效或非正 (-12887600.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-3.516665119301829).; PE计算失败：年度净利润无效或非正 (-12887600.0).
300923,研奥股份,2025-06-05,AdaptedMAPullbackStrategy,Daily,19.26亿,45.47,1.67,0.22,0.17,2.64,是,是,否,否,,
300927,江天化学,2025-06-05,AdaptedMAPullbackStrategy,Daily,45.40亿,15.24,4.71,1.05,-0.93,,是,否,是,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.9342123235391006).; PEG近似值计算失败：利润增长率无效或非正 (-0.9342123235391006).
300955,嘉亨家化,2025-06-05,AdaptedMAPullbackStrategy,Daily,18.84亿,,2.06,0.08,-5.84,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-5.842331204066213).; PE计算失败：年度净利润无效或非正 (-23697000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-5.842331204066213).; PE计算失败：年度净利润无效或非正 (-23697000.0).
301003,江苏博云,2025-06-05,AdaptedMAPullbackStrategy,Daily,29.67亿,21.04,2.40,0.05,-0.03,,是,否,是,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.024952416744456703).; PEG近似值计算失败：利润增长率无效或非正 (-0.024952416744456703).
301035,润丰股份,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,160.91亿,35.76,2.32,-0.00,0.68,0.53,是,否,否,是,,
301057,汇隆新材,2025-06-05,AdaptedMAPullbackStrategy,Daily,19.33亿,62.52,2.52,0.24,0.45,1.40,是,是,否,否,,
301066,万事利,2025-06-05,AdaptedMAPullbackStrategy,Daily,31.80亿,90.58,4.60,0.09,-0.13,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.1294521331350795).; PEG近似值计算失败：利润增长率无效或非正 (-0.1294521331350795).
301103,何氏眼科,2025-06-05,ChanBreakoutStrategyV8,Daily,36.87亿,,1.93,0.02,0.12,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-27398200.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-27398200.0).
301105,鸿铭股份,2025-06-05,AdaptedMAPullbackStrategy,Daily,17.50亿,,2.07,-0.00,-0.07,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.07180006443595537).; PE计算失败：年度净利润无效或非正 (-9770900.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.07180006443595537).; PE计算失败：年度净利润无效或非正 (-9770900.0).
301119,正强股份,2025-06-05,AdaptedMAPullbackStrategy,Daily,44.82亿,49.29,4.22,0.06,1.00,0.49,是,是,否,是,,
301125,腾亚精工,2025-06-05,AdaptedMAPullbackStrategy,Daily,18.22亿,175.26,3.01,0.13,1.18,1.48,是,是,否,否,,
301131,聚赛龙,2025-06-05,AdaptedMAPullbackStrategy,Daily,22.27亿,57.87,2.51,0.06,0.09,6.21,是,是,否,否,,
301161,唯万密封,2025-06-05,RefactoredMultiLevelCrossStrategy,Daily,26.22亿,49.31,2.66,0.27,0.33,1.47,是,是,否,否,,
301190,善水科技,2025-06-05,AdaptedMAPullbackStrategy,Daily,52.11亿,98.41,2.71,0.23,-0.10,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.09717939196280091).; PEG近似值计算失败：利润增长率无效或非正 (-0.09717939196280091).
301235,华康洁净,2025-06-05,AdaptedMAPullbackStrategy,Daily,25.33亿,37.92,1.44,0.28,0.10,3.90,否,是,否,否,,
301237,和顺科技,2025-06-05,ChanBreakoutStrategyV8,Daily,21.74亿,,1.63,0.27,-8.05,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-8.054213197969544).; PE计算失败：年度净利润无效或非正 (-47143500.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-8.054213197969544).; PE计算失败：年度净利润无效或非正 (-47143500.0).
301258,富士莱,2025-06-05,AdaptedMAPullbackStrategy,Daily,28.20亿,171.87,1.48,0.17,3.14,0.55,是,是,否,是,,
301281,科源制药,2025-06-05,ChanBreakoutStrategyV8,Daily,37.00亿,61.21,2.68,-0.24,0.07,8.44,是,否,否,否,,
301297,富乐德,2025-06-05,AdaptedMAPullbackStrategy,Daily,144.73亿,132.78,9.30,0.28,0.10,13.52,是,是,否,否,,
301300,远翔新材,2025-06-05,AdaptedMAPullbackStrategy,Daily,22.43亿,46.52,2.75,0.11,1.50,0.31,是,是,否,是,,
301302,华如科技,2025-06-05,AdaptedMAPullbackStrategy,Daily,36.91亿,,2.20,0.02,-0.00,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.001066889438549433).; PE计算失败：年度净利润无效或非正 (-354000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.001066889438549433).; PE计算失败：年度净利润无效或非正 (-354000000.0).
301310,鑫宏业,2025-06-05,AdaptedMAPullbackStrategy,Daily,50.60亿,43.62,2.19,0.55,0.20,2.14,是,是,否,否,,
301311,昆船智能,2025-06-05,AdaptedMAPullbackStrategy,Daily,44.16亿,689.84,2.42,0.09,-3.27,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-3.2749303178660663).; PEG近似值计算失败：利润增长率无效或非正 (-3.2749303178660663).
