symbol,signal_date,strategy,timeframe
300157,2025-04-28,MultiLevelCross,daily
300945,2025-04-28,MultiLevelCross,daily
600594,2025-04-28,MultiLevelCross,daily
603139,2025-04-28,MultiLevelCross,daily
688083,2025-04-28,MultiLevelCross,daily
688180,2025-04-28,MultiLevelCross,daily
