symbol,stock_name,signal_date,strategy_name,signal_level,market_cap_formatted,pe,pb,revenue_growth_yoy,profit_growth_yoy,peg_like_ratio,net_profit_positive_3y_latest,growth_positive,pe_lt_30,peg_like_lt_1,tech_notes,error_reason
002297,博云新材,2025-06-03,AdaptedMAPullbackStrategy,Daily,42.47亿,,2.07,0.50,-0.94,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.9440911107824287).; PE计算失败：年度净利润无效或非正 (-67229800.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.9440911107824287).; PE计算失败：年度净利润无效或非正 (-67229800.0).
002331,皖通科技,2025-06-03,AdaptedMAPullbackStrategy,Daily,33.65亿,91.16,1.97,-0.11,-0.83,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.827715619355898).; PEG近似值计算失败：利润增长率无效或非正 (-0.827715619355898).
002338,奥普光电,2025-06-03,AdaptedMAPullbackStrategy,Daily,102.96亿,155.01,7.68,-0.03,-0.19,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.19310501936365695).; PEG近似值计算失败：利润增长率无效或非正 (-0.19310501936365695).
002379,宏创控股,2025-06-03,AdaptedMAPullbackStrategy,Daily,116.82亿,,6.14,-0.05,-1.60,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-1.5960227378276461).; PE计算失败：年度净利润无效或非正 (-68981800.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-1.5960227378276461).; PE计算失败：年度净利润无效或非正 (-68981800.0).
002392,北京利尔,2025-06-03,AdaptedMAPullbackStrategy,Daily,72.38亿,22.69,1.32,0.11,0.49,0.47,是,是,是,是,,
002399,海普瑞,2025-06-03,ChanBreakoutStrategyV8,Daily,181.80亿,28.10,1.48,0.02,0.01,21.78,否,是,是,否,,
002484,江海股份,2025-06-03,RefactoredMultiLevelCrossStrategy,Daily,161.60亿,24.67,2.69,0.10,0.11,2.25,是,是,是,否,,
002489,浙江永强,2025-06-03,AdaptedMAPullbackStrategy,Daily,83.07亿,17.98,1.86,0.12,0.45,0.40,是,是,是,是,,
002510,天汽模,2025-06-03,AdaptedMAPullbackStrategy,Daily,69.13亿,72.58,2.77,-0.01,-0.14,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.14404089830802674).; PEG近似值计算失败：利润增长率无效或非正 (-0.14404089830802674).
002526,山东矿机,2025-06-03,RefactoredMultiLevelCrossStrategy,Daily,70.60亿,62.48,2.22,0.05,0.82,0.77,是,是,否,是,,
002551,尚荣医疗,2025-06-03,AdaptedMAPullbackStrategy,Daily,32.04亿,143.81,1.21,0.01,0.01,247.41,否,是,否,否,,
002552,宝鼎科技,2025-06-03,RefactoredMultiLevelCrossStrategy,Daily,55.89亿,22.54,3.81,-0.00,-0.78,,是,否,是,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.7821664886257953).; PEG近似值计算失败：利润增长率无效或非正 (-0.7821664886257953).
002560,通达股份,2025-06-03,AdaptedMAPullbackStrategy,Daily,39.85亿,156.32,1.56,0.39,0.10,15.85,是,是,否,否,,
002564,天沃科技,2025-06-03,AdaptedMAPullbackStrategy,Daily,49.56亿,206.16,31.57,-0.04,0.24,8.65,否,否,否,否,,
002584,西陇科学,2025-06-03,AdaptedMAPullbackStrategy,Daily,60.86亿,98.53,2.63,-0.11,0.23,4.36,是,否,否,否,,
002598,山东章鼓,2025-06-03,AdaptedMAPullbackStrategy,Daily,32.86亿,45.93,2.54,0.03,-0.30,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.29841556411845543).; PEG近似值计算失败：利润增长率无效或非正 (-0.29841556411845543).
002626,金达威,2025-06-03,AdaptedMAPullbackStrategy,Daily,110.58亿,32.33,2.52,0.11,0.72,0.45,是,是,否,是,,
002634,棒杰股份,2025-06-03,ChanBreakoutStrategyV8,Daily,17.91亿,,7.11,-0.68,-0.71,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.7135441994206818).; PE计算失败：年度净利润无效或非正 (-672000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.7135441994206818).; PE计算失败：年度净利润无效或非正 (-672000000.0).
002663,普邦股份,2025-06-03,ChanBreakoutStrategyV8,Daily,32.23亿,,1.32,0.01,0.88,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-470000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-470000000.0).
002731,萃华珠宝,2025-06-03,ChanBreakoutStrategyV8,Daily,33.07亿,15.24,1.84,0.04,0.43,0.36,是,是,是,是,,
002811,郑中设计,2025-06-03,AdaptedMAPullbackStrategy,Daily,33.08亿,34.66,2.49,0.19,-0.40,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.40252933526258394).; PEG近似值计算失败：利润增长率无效或非正 (-0.40252933526258394).
002825,纳尔股份,2025-06-03,AdaptedMAPullbackStrategy,Daily,35.13亿,27.88,2.22,0.24,2.01,0.14,是,是,是,是,,
002836,新宏泽,2025-06-03,AdaptedMAPullbackStrategy,Daily,20.74亿,33.18,5.34,0.49,0.51,0.65,是,是,否,是,,
002847,盐津铺子,2025-06-03,RefactoredMultiLevelCrossStrategy,Daily,251.76亿,39.34,13.06,0.26,0.11,3.50,是,是,否,否,,
002909,集泰股份,2025-06-03,AdaptedMAPullbackStrategy,Daily,24.38亿,126.43,2.59,0.07,0.46,2.75,否,是,否,否,,
002940,昂利康,2025-06-03,ChanBreakoutStrategyV8,Daily,33.43亿,41.61,2.16,-0.15,-0.44,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.43632768341560746).; PEG近似值计算失败：利润增长率无效或非正 (-0.43632768341560746).
002949,华阳国际,2025-06-03,RefactoredMultiLevelCrossStrategy,Daily,28.17亿,22.54,1.81,0.15,-0.20,,是,否,是,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.20223632906905553).; PEG近似值计算失败：利润增长率无效或非正 (-0.20223632906905553).
002956,西麦食品,2025-06-03,AdaptedMAPullbackStrategy,Daily,49.34亿,37.10,3.14,0.16,0.21,1.75,是,是,否,否,,
002963,豪尔赛,2025-06-03,AdaptedMAPullbackStrategy,Daily,17.59亿,,1.33,-0.60,-5.18,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-5.178185684705355).; PE计算失败：年度净利润无效或非正 (-179000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-5.178185684705355).; PE计算失败：年度净利润无效或非正 (-179000000.0).
003003,天元股份,2025-06-03,AdaptedMAPullbackStrategy,Daily,22.31亿,34.93,1.73,-0.28,-0.16,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.16187574281652722).; PEG近似值计算失败：利润增长率无效或非正 (-0.16187574281652722).
003017,大洋生物,2025-06-03,AdaptedMAPullbackStrategy,Daily,20.63亿,32.36,1.91,0.28,0.73,0.44,是,是,否,是,,
300004,南风股份,2025-06-03,AdaptedMAPullbackStrategy,Daily,39.74亿,53.36,2.25,0.21,0.44,1.20,否,是,否,否,,
300022,吉峰科技,2025-06-03,AdaptedMAPullbackStrategy,Daily,40.43亿,,7.46,0.11,0.66,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-30812800.000000004).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-30812800.000000004).
300032,金龙机电,2025-06-03,AdaptedMAPullbackStrategy,Daily,39.84亿,,5.88,0.26,2.86,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-121000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-121000000.0).
300047,天源迪科,2025-06-03,AdaptedMAPullbackStrategy,Daily,94.13亿,405.69,2.87,0.43,0.45,8.95,是,是,否,否,,
300058,蓝色光标,2025-06-03,RefactoredMultiLevelCrossStrategy,Daily,219.83亿,,2.86,-0.10,0.16,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-291000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-291000000.0).
300091,金通灵,2025-06-03,AdaptedMAPullbackStrategy,Daily,41.40亿,,6.80,-0.68,-1.98,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-1.9750977718629317).; PE计算失败：年度净利润无效或非正 (-1314000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-1.9750977718629317).; PE计算失败：年度净利润无效或非正 (-1314000000.0).
300095,华伍股份,2025-06-03,AdaptedMAPullbackStrategy,Daily,35.58亿,,2.08,0.15,-0.41,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.4098673993549158).; PE计算失败：年度净利润无效或非正 (-293000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.4098673993549158).; PE计算失败：年度净利润无效或非正 (-293000000.0).
300132,青松股份,2025-06-03,AdaptedMAPullbackStrategy,Daily,32.85亿,60.08,2.53,0.10,1.32,0.46,否,是,否,是,,
300196,长海股份,2025-06-03,ChanBreakoutStrategyV8,Daily,50.89亿,18.50,1.08,0.31,0.62,0.30,是,是,是,是,,
300209,有棵树,2025-06-03,AdaptedMAPullbackStrategy,Daily,51.17亿,90.15,5.54,-0.81,1.06,0.85,否,否,否,是,,
300233,金城医药,2025-06-03,RefactoredMultiLevelCrossStrategy,Daily,63.61亿,32.29,1.70,-0.23,-0.58,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.5775069210678873).; PEG近似值计算失败：利润增长率无效或非正 (-0.5775069210678873).
300281,金明精机,2025-06-03,AdaptedMAPullbackStrategy,Daily,33.93亿,476.99,2.68,-0.15,-0.50,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.49665099361249115).; PEG近似值计算失败：利润增长率无效或非正 (-0.49665099361249115).
300322,硕贝德,2025-06-03,AdaptedMAPullbackStrategy,Daily,70.27亿,,7.16,0.42,2.76,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-64459000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-64459000.0).
300355,蒙草生态,2025-06-03,RefactoredMultiLevelCrossStrategy,Daily,69.30亿,195.87,1.64,0.28,0.42,4.64,否,是,否,否,,
300397,天和防务,2025-06-03,RefactoredMultiLevelCrossStrategy,Daily,65.53亿,,4.40,-0.35,-5.35,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-5.346741926264647).; PE计算失败：年度净利润无效或非正 (-105000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-5.346741926264647).; PE计算失败：年度净利润无效或非正 (-105000000.0).
300609,汇纳科技,2025-06-03,AdaptedMAPullbackStrategy,Daily,36.59亿,,3.57,0.04,0.87,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-23861500.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-23861500.0).
300629,新劲刚,2025-06-03,RefactoredMultiLevelCrossStrategy,Daily,55.36亿,46.14,3.27,-0.64,-1.45,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-1.449276341018115).; PEG近似值计算失败：利润增长率无效或非正 (-1.449276341018115).
300631,久吾高科,2025-06-03,AdaptedMAPullbackStrategy,Daily,28.31亿,53.40,2.23,0.07,0.26,2.06,是,是,否,否,,
300636,同和药业,2025-06-03,ChanBreakoutStrategyV8,Daily,34.06亿,31.83,1.46,-0.09,-0.52,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.5229553655871524).; PEG近似值计算失败：利润增长率无效或非正 (-0.5229553655871524).
300648,星云股份,2025-06-03,AdaptedMAPullbackStrategy,Daily,55.89亿,,7.31,0.22,0.85,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-82448799.99999999).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-82448799.99999999).
300652,雷迪克,2025-06-03,AdaptedMAPullbackStrategy,Daily,82.82亿,69.01,5.81,0.23,0.06,11.09,是,是,否,否,,
300673,佩蒂股份,2025-06-03,AdaptedMAPullbackStrategy,Daily,43.30亿,23.79,2.20,-0.14,-0.47,,否,否,是,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.46708029564562803).; PEG近似值计算失败：利润增长率无效或非正 (-0.46708029564562803).
300683,海特生物,2025-06-03,ChanBreakoutStrategyV8,Daily,37.42亿,,1.57,0.19,0.16,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-69348700.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-69348700.0).
300695,兆丰股份,2025-06-03,AdaptedMAPullbackStrategy,Daily,56.28亿,40.20,2.17,0.04,0.20,1.98,是,是,否,否,,
300824,北鼎股份,2025-06-03,AdaptedMAPullbackStrategy,Daily,39.49亿,56.81,5.35,0.34,0.48,1.19,是,是,否,否,,
300834,星辉环材,2025-06-03,ChanBreakoutStrategyV8,Daily,43.16亿,44.40,1.45,-0.11,-0.17,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.16589729972629602).; PEG近似值计算失败：利润增长率无效或非正 (-0.16589729972629602).
300862,蓝盾光电,2025-06-03,AdaptedMAPullbackStrategy,Daily,50.29亿,775.44,2.51,-0.14,-1.26,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-1.2564410288029595).; PEG近似值计算失败：利润增长率无效或非正 (-1.2564410288029595).
300884,狄耐克,2025-06-03,AdaptedMAPullbackStrategy,Daily,31.48亿,,2.49,-0.10,-3.52,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-3.516665119301829).; PE计算失败：年度净利润无效或非正 (-12887600.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-3.516665119301829).; PE计算失败：年度净利润无效或非正 (-12887600.0).
300888,稳健医疗,2025-06-03,RefactoredMultiLevelCrossStrategy,Daily,307.59亿,44.26,2.70,0.36,0.37,1.20,是,是,否,否,,
300893,松原安全,2025-06-03,ChanBreakoutStrategyV8,Daily,83.16亿,31.99,5.86,0.46,0.20,1.56,是,是,否,否,,
300923,研奥股份,2025-06-03,AdaptedMAPullbackStrategy,Daily,18.46亿,43.58,1.60,0.22,0.17,2.53,是,是,否,否,,
300927,江天化学,2025-06-03,AdaptedMAPullbackStrategy,Daily,45.92亿,15.41,4.76,1.05,-0.93,,是,否,是,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.9342123235391006).; PEG近似值计算失败：利润增长率无效或非正 (-0.9342123235391006).
300940,南极光,2025-06-03,ChanBreakoutStrategyV8,Daily,43.93亿,212.96,3.96,2.66,3.67,0.58,否,是,否,是,,
300947,德必集团,2025-06-03,AdaptedMAPullbackStrategy,Daily,31.95亿,93.57,2.52,-0.04,-0.77,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.772677867850188).; PEG近似值计算失败：利润增长率无效或非正 (-0.772677867850188).
300955,嘉亨家化,2025-06-03,AdaptedMAPullbackStrategy,Daily,18.44亿,,2.01,0.08,-5.84,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-5.842331204066213).; PE计算失败：年度净利润无效或非正 (-23697000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-5.842331204066213).; PE计算失败：年度净利润无效或非正 (-23697000.0).
300957,贝泰妮,2025-06-03,ChanBreakoutStrategyV8,Daily,209.05亿,41.56,3.44,-0.13,-0.84,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.8398841807909605).; PEG近似值计算失败：利润增长率无效或非正 (-0.8398841807909605).
301003,江苏博云,2025-06-03,AdaptedMAPullbackStrategy,Daily,29.54亿,20.95,2.39,0.05,-0.03,,是,否,是,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.024952416744456703).; PEG近似值计算失败：利润增长率无效或非正 (-0.024952416744456703).
301040,中环海陆,2025-06-03,AdaptedMAPullbackStrategy,Daily,23.16亿,,2.68,0.05,-0.12,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.12231958318980365).; PE计算失败：年度净利润无效或非正 (-154000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.12231958318980365).; PE计算失败：年度净利润无效或非正 (-154000000.0).
301057,汇隆新材,2025-06-03,AdaptedMAPullbackStrategy,Daily,18.95亿,61.27,2.47,0.24,0.45,1.37,是,是,否,否,,
301066,万事利,2025-06-03,AdaptedMAPullbackStrategy,Daily,33.44亿,95.26,4.83,0.09,-0.13,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.1294521331350795).; PEG近似值计算失败：利润增长率无效或非正 (-0.1294521331350795).
301076,新瀚新材,2025-06-03,AdaptedMAPullbackStrategy,Daily,50.46亿,90.16,4.33,0.13,0.48,1.88,是,是,否,否,,
301088,戎美股份,2025-06-03,AdaptedMAPullbackStrategy,Daily,33.84亿,31.63,1.31,-0.17,-0.22,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.22321497253803904).; PEG近似值计算失败：利润增长率无效或非正 (-0.22321497253803904).
301096,百诚医药,2025-06-03,ChanBreakoutStrategyV8,Daily,46.89亿,,1.84,-0.40,-1.53,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-1.5258640416554592).; PE计算失败：年度净利润无效或非正 (-52742800.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-1.5258640416554592).; PE计算失败：年度净利润无效或非正 (-52742800.0).
301105,鸿铭股份,2025-06-03,AdaptedMAPullbackStrategy,Daily,17.40亿,,2.05,-0.00,-0.07,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.07180006443595537).; PE计算失败：年度净利润无效或非正 (-9770900.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.07180006443595537).; PE计算失败：年度净利润无效或非正 (-9770900.0).
301108,洁雅股份,2025-06-03,AdaptedMAPullbackStrategy,Daily,26.23亿,134.77,1.43,-0.05,-0.28,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.2761532762180165).; PEG近似值计算失败：利润增长率无效或非正 (-0.2761532762180165).
301119,正强股份,2025-06-03,AdaptedMAPullbackStrategy,Daily,46.63亿,51.28,4.39,0.06,1.00,0.52,是,是,否,是,,
301125,腾亚精工,2025-06-03,AdaptedMAPullbackStrategy,Daily,18.33亿,176.35,3.02,0.13,1.18,1.49,是,是,否,否,,
301131,聚赛龙,2025-06-03,AdaptedMAPullbackStrategy,Daily,22.00亿,57.18,2.48,0.06,0.09,6.13,是,是,否,否,,
301212,联盛化学,2025-06-03,AdaptedMAPullbackStrategy,Daily,29.38亿,170.21,2.17,0.31,0.40,4.29,是,是,否,否,,
301235,华康洁净,2025-06-03,AdaptedMAPullbackStrategy,Daily,25.03亿,37.46,1.42,0.28,0.10,3.85,否,是,否,否,,
301258,富士莱,2025-06-03,AdaptedMAPullbackStrategy,Daily,29.01亿,176.85,1.52,0.17,3.14,0.56,是,是,否,是,,
301297,富乐德,2025-06-03,AdaptedMAPullbackStrategy,Daily,145.98亿,133.93,9.38,0.28,0.10,13.64,是,是,否,否,,
301300,远翔新材,2025-06-03,AdaptedMAPullbackStrategy,Daily,22.54亿,46.75,2.76,0.11,1.50,0.31,是,是,否,是,,
