symbol,stock_name,signal_date,strategy_name,signal_level,market_cap_formatted,pe,pb,revenue_growth_yoy,profit_growth_yoy,peg_like_ratio,net_profit_positive_3y_latest,growth_positive,pe_lt_30,peg_like_lt_1,tech_notes,error_reason
000859,国风新材,2025-06-09,AdaptedMAPullbackStrategy,Daily,68.18亿,,2.46,-0.01,0.02,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-69722500.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-69722500.0).
001206,依依股份,2025-06-09,AdaptedMAPullbackStrategy,Daily,39.47亿,18.36,2.09,0.26,0.28,0.66,是,是,是,是,,
001212,中旗新材,2025-06-09,AdaptedMAPullbackStrategy,Daily,85.83亿,281.31,4.96,-0.40,-1.28,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-1.2845459614630015).; PEG近似值计算失败：利润增长率无效或非正 (-1.2845459614630015).
001255,博菲电气,2025-06-09,AdaptedMAPullbackStrategy,Daily,25.08亿,189.46,3.45,0.31,4.55,0.42,是,是,否,是,,
001328,登康口腔,2025-06-09,AdaptedMAPullbackStrategy,Daily,89.82亿,55.79,6.00,0.19,0.16,3.57,是,是,否,否,,
002038,双鹭药业,2025-06-09,ChanBreakoutStrategyV8,Daily,79.52亿,,1.42,-0.31,-0.34,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.344568871854976).; PE计算失败：年度净利润无效或非正 (-74065700.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.344568871854976).; PE计算失败：年度净利润无效或非正 (-74065700.0).
002044,美年健康,2025-06-09,RefactoredMultiLevelCrossStrategy,Daily,209.80亿,74.40,2.75,-0.03,0.04,17.79,否,否,否,否,,
002103,广博股份,2025-06-09,AdaptedMAPullbackStrategy,Daily,58.45亿,38.45,5.42,0.10,0.31,1.23,否,是,否,否,,
002136,安 纳 达,2025-06-09,AdaptedMAPullbackStrategy,Daily,23.48亿,208.60,2.02,0.01,-1.55,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-1.554041647765321).; PEG近似值计算失败：利润增长率无效或非正 (-1.554041647765321).
002144,宏达高科,2025-06-09,AdaptedMAPullbackStrategy,Daily,20.84亿,74.58,1.01,0.02,-0.02,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.017272722187728982).; PEG近似值计算失败：利润增长率无效或非正 (-0.017272722187728982).
002229,鸿博股份,2025-06-09,AdaptedMAPullbackStrategy,Daily,83.26亿,,6.23,3.37,4.37,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-293000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-293000000.0).
002255,海陆重工,2025-06-09,AdaptedMAPullbackStrategy,Daily,80.18亿,21.27,1.97,0.00,0.62,0.34,是,是,是,是,,
002277,友阿股份,2025-06-09,AdaptedMAPullbackStrategy,Daily,86.44亿,308.59,1.29,-0.14,-0.35,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.3548400733448529).; PEG近似值计算失败：利润增长率无效或非正 (-0.3548400733448529).
002297,博云新材,2025-06-09,AdaptedMAPullbackStrategy,Daily,43.90亿,,2.14,0.50,-0.94,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.9440911107824287).; PE计算失败：年度净利润无效或非正 (-67229800.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.9440911107824287).; PE计算失败：年度净利润无效或非正 (-67229800.0).
002312,川发龙蟒,2025-06-09,RefactoredMultiLevelCrossStrategy,Daily,217.27亿,40.76,2.27,0.25,-0.01,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.009615384615384616).; PEG近似值计算失败：利润增长率无效或非正 (-0.009615384615384616).
002324,普利特,2025-06-09,RefactoredMultiLevelCrossStrategy,Daily,116.68亿,82.75,2.64,-0.01,0.39,2.13,是,否,否,否,,
002331,皖通科技,2025-06-09,AdaptedMAPullbackStrategy,Daily,34.16亿,92.54,2.00,-0.11,-0.83,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.827715619355898).; PEG近似值计算失败：利润增长率无效或非正 (-0.827715619355898).
002338,奥普光电,2025-06-09,AdaptedMAPullbackStrategy,Daily,105.26亿,158.48,7.86,-0.03,-0.19,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.19310501936365695).; PEG近似值计算失败：利润增长率无效或非正 (-0.19310501936365695).
002354,天娱数科,2025-06-09,RefactoredMultiLevelCrossStrategy,Daily,109.37亿,,8.92,0.31,-0.61,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.6060826958050892).; PE计算失败：年度净利润无效或非正 (-118000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.6060826958050892).; PE计算失败：年度净利润无效或非正 (-118000000.0).
002376,新北洋,2025-06-09,ChanBreakoutStrategyV8,Daily,59.17亿,121.91,1.52,0.21,1.27,0.96,否,是,否,是,,
002383,合众思壮,2025-06-09,AdaptedMAPullbackStrategy,Daily,70.93亿,,4.24,0.25,1.08,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-222000000.00000003).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-222000000.00000003).
002392,北京利尔,2025-06-09,AdaptedMAPullbackStrategy,Daily,73.81亿,23.14,1.35,0.11,0.49,0.47,是,是,是,是,,
002413,雷科防务,2025-06-09,AdaptedMAPullbackStrategy,Daily,66.51亿,,1.95,-0.10,-0.18,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.17545248760428206).; PE计算失败：年度净利润无效或非正 (-396000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.17545248760428206).; PE计算失败：年度净利润无效或非正 (-396000000.0).
002440,闰土股份,2025-06-09,RefactoredMultiLevelCrossStrategy,Daily,90.14亿,42.32,0.96,0.02,35.43,0.01,是,是,否,是,,
002489,浙江永强,2025-06-09,AdaptedMAPullbackStrategy,Daily,83.51亿,18.08,1.87,0.12,0.45,0.40,是,是,是,是,,
002510,天汽模,2025-06-09,AdaptedMAPullbackStrategy,Daily,71.57亿,75.13,2.87,-0.01,-0.14,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.14404089830802674).; PEG近似值计算失败：利润增长率无效或非正 (-0.14404089830802674).
002512,达华智能,2025-06-09,AdaptedMAPullbackStrategy,Daily,56.55亿,234.02,12.14,-0.22,-8.11,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-8.114873149108742).; PEG近似值计算失败：利润增长率无效或非正 (-8.114873149108742).
002551,尚荣医疗,2025-06-09,AdaptedMAPullbackStrategy,Daily,32.38亿,145.33,1.22,0.01,0.01,250.02,否,是,否,否,,
002560,通达股份,2025-06-09,AdaptedMAPullbackStrategy,Daily,40.06亿,157.15,1.57,0.39,0.10,15.93,是,是,否,否,,
002564,天沃科技,2025-06-09,AdaptedMAPullbackStrategy,Daily,49.90亿,207.59,31.78,-0.04,0.24,8.71,否,否,否,否,,
002590,万安科技,2025-06-09,AdaptedMAPullbackStrategy,Daily,72.25亿,34.24,2.47,0.15,0.47,0.73,是,是,否,是,,
002598,山东章鼓,2025-06-09,AdaptedMAPullbackStrategy,Daily,34.39亿,48.07,2.65,0.03,-0.30,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.29841556411845543).; PEG近似值计算失败：利润增长率无效或非正 (-0.29841556411845543).
002626,金达威,2025-06-09,AdaptedMAPullbackStrategy,Daily,111.44亿,32.58,2.54,0.11,0.72,0.45,是,是,否,是,,
002640,跨境通,2025-06-09,AdaptedMAPullbackStrategy,Daily,78.37亿,,9.17,-0.02,0.78,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-479000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-479000000.0).
002640,跨境通,2025-06-09,RefactoredMultiLevelCrossStrategy,Daily,78.37亿,,9.17,-0.02,0.78,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-479000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-479000000.0).
002650,ST加加,2025-06-09,AdaptedMAPullbackStrategy,Daily,77.99亿,,4.13,-0.14,1.30,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-243000000.00000003).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-243000000.00000003).
002651,利君股份,2025-06-09,AdaptedMAPullbackStrategy,Daily,125.67亿,104.72,4.45,-0.15,-0.18,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.17802986005535415).; PEG近似值计算失败：利润增长率无效或非正 (-0.17802986005535415).
002659,凯文教育,2025-06-09,ChanBreakoutStrategyV8,Daily,31.05亿,,1.43,0.18,1.13,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-36964600.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-36964600.0).
002674,兴业科技,2025-06-09,ChanBreakoutStrategyV8,Daily,29.91亿,21.06,1.23,0.05,-0.45,,是,否,是,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.4531088913339167).; PEG近似值计算失败：利润增长率无效或非正 (-0.4531088913339167).
002743,富煌钢构,2025-06-09,AdaptedMAPullbackStrategy,Daily,32.78亿,63.80,1.01,0.02,0.04,15.79,是,是,否,否,,
002799,环球印务,2025-06-09,ChanBreakoutStrategyV8,Daily,26.28亿,,2.04,-0.47,-1.16,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-1.1612422991203373).; PE计算失败：年度净利润无效或非正 (-52376800.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-1.1612422991203373).; PE计算失败：年度净利润无效或非正 (-52376800.0).
002811,郑中设计,2025-06-09,AdaptedMAPullbackStrategy,Daily,33.48亿,35.08,2.52,0.19,-0.40,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.40252933526258394).; PEG近似值计算失败：利润增长率无效或非正 (-0.40252933526258394).
002891,中宠股份,2025-06-09,AdaptedMAPullbackStrategy,Daily,199.44亿,50.62,7.82,0.25,0.62,0.81,是,是,否,是,,
002909,集泰股份,2025-06-09,AdaptedMAPullbackStrategy,Daily,24.77亿,128.45,2.63,0.07,0.46,2.79,否,是,否,否,,
002956,西麦食品,2025-06-09,AdaptedMAPullbackStrategy,Daily,50.32亿,37.83,3.21,0.16,0.21,1.79,是,是,否,否,,
002963,豪尔赛,2025-06-09,AdaptedMAPullbackStrategy,Daily,18.42亿,,1.39,-0.60,-5.18,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-5.178185684705355).; PE计算失败：年度净利润无效或非正 (-179000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-5.178185684705355).; PE计算失败：年度净利润无效或非正 (-179000000.0).
002968,新大正,2025-06-09,AdaptedMAPullbackStrategy,Daily,24.14亿,21.18,1.95,-0.14,-0.14,,是,否,是,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.14161726490173787).; PEG近似值计算失败：利润增长率无效或非正 (-0.14161726490173787).
002968,新大正,2025-06-09,ChanBreakoutStrategyV8,Daily,24.14亿,21.18,1.95,-0.14,-0.14,,是,否,是,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.14161726490173787).; PEG近似值计算失败：利润增长率无效或非正 (-0.14161726490173787).
002977,天箭科技,2025-06-09,AdaptedMAPullbackStrategy,Daily,47.84亿,298.34,4.31,0.86,1.38,2.16,是,是,否,否,,
003017,大洋生物,2025-06-09,AdaptedMAPullbackStrategy,Daily,21.20亿,33.26,1.96,0.28,0.73,0.45,是,是,否,是,,
300005,探路者,2025-06-09,RefactoredMultiLevelCrossStrategy,Daily,85.37亿,79.78,4.27,-0.07,-0.31,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.30704420064149307).; PEG近似值计算失败：利润增长率无效或非正 (-0.30704420064149307).
300032,金龙机电,2025-06-09,AdaptedMAPullbackStrategy,Daily,41.28亿,,6.09,0.26,2.86,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-121000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-121000000.0).
300091,金通灵,2025-06-09,AdaptedMAPullbackStrategy,Daily,42.59亿,,6.99,-0.68,-1.98,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-1.9750977718629317).; PE计算失败：年度净利润无效或非正 (-1314000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-1.9750977718629317).; PE计算失败：年度净利润无效或非正 (-1314000000.0).
300132,青松股份,2025-06-09,AdaptedMAPullbackStrategy,Daily,33.47亿,61.22,2.58,0.10,1.32,0.46,否,是,否,是,,
300138,晨光生物,2025-06-09,AdaptedMAPullbackStrategy,Daily,54.78亿,58.25,1.70,-0.01,1.82,0.32,是,否,否,是,,
300253,卫宁健康,2025-06-09,RefactoredMultiLevelCrossStrategy,Daily,219.05亿,249.22,3.63,-0.30,-0.68,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.6817525450651007).; PEG近似值计算失败：利润增长率无效或非正 (-0.6817525450651007).
300267,尔康制药,2025-06-09,ChanBreakoutStrategyV8,Daily,70.95亿,,1.59,0.28,8.69,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-373000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-373000000.0).
300275,梅安森,2025-06-09,RefactoredMultiLevelCrossStrategy,Daily,38.94亿,70.05,4.28,0.05,0.04,17.88,是,是,否,否,,
300322,硕贝德,2025-06-09,AdaptedMAPullbackStrategy,Daily,67.88亿,,6.91,0.42,2.76,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-64459000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-64459000.0).
300370,安控科技,2025-06-09,RefactoredMultiLevelCrossStrategy,Daily,43.99亿,,8.19,-0.04,-0.43,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.4253590282748747).; PE计算失败：年度净利润无效或非正 (-94180500.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.4253590282748747).; PE计算失败：年度净利润无效或非正 (-94180500.0).
300399,天利科技,2025-06-09,AdaptedMAPullbackStrategy,Daily,49.74亿,2999.93,9.40,0.13,3.51,8.54,是,是,否,否,,
300451,创业慧康,2025-06-09,RefactoredMultiLevelCrossStrategy,Daily,86.44亿,,1.96,-0.23,-2.27,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-2.2660016019806304).; PE计算失败：年度净利润无效或非正 (-174000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-2.2660016019806304).; PE计算失败：年度净利润无效或非正 (-174000000.0).
300542,新晨科技,2025-06-09,AdaptedMAPullbackStrategy,Daily,61.35亿,,11.00,-0.35,0.53,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-81459500.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-81459500.0).
300581,晨曦航空,2025-06-09,AdaptedMAPullbackStrategy,Daily,77.51亿,,7.88,1.49,-0.01,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.01010852383672289).; PE计算失败：年度净利润无效或非正 (-26585100.000000004).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.01010852383672289).; PE计算失败：年度净利润无效或非正 (-26585100.000000004).
300609,汇纳科技,2025-06-09,AdaptedMAPullbackStrategy,Daily,36.67亿,,3.57,0.04,0.87,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-23861500.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-23861500.0).
300631,久吾高科,2025-06-09,AdaptedMAPullbackStrategy,Daily,29.61亿,55.85,2.33,0.07,0.26,2.15,是,是,否,否,,
300652,雷迪克,2025-06-09,AdaptedMAPullbackStrategy,Daily,84.24亿,70.20,5.91,0.23,0.06,11.28,是,是,否,否,,
300673,佩蒂股份,2025-06-09,AdaptedMAPullbackStrategy,Daily,41.85亿,23.00,2.13,-0.14,-0.47,,否,否,是,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.46708029564562803).; PEG近似值计算失败：利润增长率无效或非正 (-0.46708029564562803).
300695,兆丰股份,2025-06-09,AdaptedMAPullbackStrategy,Daily,59.84亿,42.74,2.31,0.04,0.20,2.10,是,是,否,否,,
300755,华致酒行,2025-06-09,AdaptedMAPullbackStrategy,Daily,84.69亿,190.55,2.61,-0.31,-0.34,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.3431192307692308).; PEG近似值计算失败：利润增长率无效或非正 (-0.3431192307692308).
300798,锦鸡股份,2025-06-09,ChanBreakoutStrategyV8,Daily,41.30亿,730.74,2.38,0.22,-2.03,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-2.030744359925521).; PEG近似值计算失败：利润增长率无效或非正 (-2.030744359925521).
300834,星辉环材,2025-06-09,ChanBreakoutStrategyV8,Daily,47.23亿,48.58,1.58,-0.11,-0.17,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.16589729972629602).; PEG近似值计算失败：利润增长率无效或非正 (-0.16589729972629602).
300845,捷安高科,2025-06-09,AdaptedMAPullbackStrategy,Daily,21.58亿,39.29,2.60,0.05,-0.42,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.4161040260065014).; PEG近似值计算失败：利润增长率无效或非正 (-0.4161040260065014).
300858,科拓生物,2025-06-09,AdaptedMAPullbackStrategy,Daily,43.69亿,46.30,2.41,0.31,0.10,4.73,是,是,否,否,,
300862,蓝盾光电,2025-06-09,AdaptedMAPullbackStrategy,Daily,50.77亿,782.85,2.53,-0.14,-1.26,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-1.2564410288029595).; PEG近似值计算失败：利润增长率无效或非正 (-1.2564410288029595).
300867,圣元环保,2025-06-09,AdaptedMAPullbackStrategy,Daily,51.63亿,28.37,1.38,-0.02,0.43,0.66,是,否,是,是,,
300875,捷强装备,2025-06-09,AdaptedMAPullbackStrategy,Daily,30.17亿,,3.14,0.54,0.08,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-278000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-278000000.0).
300884,狄耐克,2025-06-09,AdaptedMAPullbackStrategy,Daily,31.73亿,,2.51,-0.10,-3.52,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-3.516665119301829).; PE计算失败：年度净利润无效或非正 (-12887600.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-3.516665119301829).; PE计算失败：年度净利润无效或非正 (-12887600.0).
300890,翔丰华,2025-06-09,ChanBreakoutStrategyV8,Daily,35.98亿,72.61,1.66,-0.08,-1.64,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-1.636063552510418).; PEG近似值计算失败：利润增长率无效或非正 (-1.636063552510418).
300907,康平科技,2025-06-09,RefactoredMultiLevelCrossStrategy,Daily,26.31亿,30.93,3.41,0.04,0.04,6.94,是,是,否,否,,
300927,江天化学,2025-06-09,AdaptedMAPullbackStrategy,Daily,50.50亿,16.95,5.24,1.05,-0.93,,是,否,是,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.9342123235391006).; PEG近似值计算失败：利润增长率无效或非正 (-0.9342123235391006).
300947,德必集团,2025-06-09,AdaptedMAPullbackStrategy,Daily,32.52亿,95.25,2.56,-0.04,-0.77,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.772677867850188).; PEG近似值计算失败：利润增长率无效或非正 (-0.772677867850188).
300955,嘉亨家化,2025-06-09,AdaptedMAPullbackStrategy,Daily,19.61亿,,2.14,0.08,-5.84,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-5.842331204066213).; PE计算失败：年度净利润无效或非正 (-23697000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-5.842331204066213).; PE计算失败：年度净利润无效或非正 (-23697000.0).
300960,通业科技,2025-06-09,AdaptedMAPullbackStrategy,Daily,31.05亿,63.18,5.03,0.16,0.18,3.45,否,是,否,否,,
300973,立高食品,2025-06-09,AdaptedMAPullbackStrategy,Daily,88.67亿,33.08,3.38,0.14,0.15,2.19,是,是,否,否,,
300978,东箭科技,2025-06-09,ChanBreakoutStrategyV8,Daily,46.37亿,30.91,2.71,-0.08,0.22,1.41,是,否,否,否,,
300984,金沃股份,2025-06-09,AdaptedMAPullbackStrategy,Daily,73.70亿,282.00,7.25,0.10,1.03,2.73,是,是,否,否,,
301003,江苏博云,2025-06-09,AdaptedMAPullbackStrategy,Daily,29.67亿,21.04,2.40,0.05,-0.03,,是,否,是,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.024952416744456703).; PEG近似值计算失败：利润增长率无效或非正 (-0.024952416744456703).
301057,汇隆新材,2025-06-09,AdaptedMAPullbackStrategy,Daily,19.64亿,63.51,2.56,0.24,0.45,1.42,是,是,否,否,,
301066,万事利,2025-06-09,AdaptedMAPullbackStrategy,Daily,31.65亿,90.15,4.57,0.09,-0.13,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.1294521331350795).; PEG近似值计算失败：利润增长率无效或非正 (-0.1294521331350795).
301070,开勒股份,2025-06-09,AdaptedMAPullbackStrategy,Daily,43.01亿,,5.62,-0.20,0.45,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-10530600.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-10530600.0).
301088,戎美股份,2025-06-09,AdaptedMAPullbackStrategy,Daily,33.30亿,31.12,1.29,-0.17,-0.22,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.22321497253803904).; PEG近似值计算失败：利润增长率无效或非正 (-0.22321497253803904).
301098,金埔园林,2025-06-09,ChanBreakoutStrategyV8,Daily,17.51亿,74.65,1.30,-0.01,0.02,33.17,是,否,否,否,,
301105,鸿铭股份,2025-06-09,AdaptedMAPullbackStrategy,Daily,17.86亿,,2.11,-0.00,-0.07,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.07180006443595537).; PE计算失败：年度净利润无效或非正 (-9770900.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.07180006443595537).; PE计算失败：年度净利润无效或非正 (-9770900.0).
301125,腾亚精工,2025-06-09,AdaptedMAPullbackStrategy,Daily,18.68亿,179.76,3.08,0.13,1.18,1.52,是,是,否,否,,
301149,隆华新材,2025-06-09,ChanBreakoutStrategyV8,Daily,54.83亿,32.06,2.77,0.12,0.20,1.64,是,是,否,否,,
