symbol,stock_name,signal_date,strategy_name,signal_level,market_cap_formatted,pe,pb,revenue_growth_yoy,profit_growth_yoy,peg_like_ratio,net_profit_positive_3y_latest,growth_positive,pe_lt_30,peg_like_lt_1,tech_notes,error_reason
301356,天振股份,2025-06-06,AdaptedMAPullbackStrategy,Daily,37.15亿,,1.25,1.69,3.75,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-37246400.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-37246400.0).
301390,经纬股份,2025-06-06,RefactoredMultiLevelCrossStrategy,Daily,20.78亿,58.48,2.17,0.24,0.06,9.69,是,是,否,否,,
301488,豪恩汽电,2025-06-06,AdaptedMAPullbackStrategy,Daily,62.16亿,61.55,4.67,0.36,0.04,13.88,是,是,否,否,,
301509,金凯生科,2025-06-06,AdaptedMAPullbackStrategy,Daily,42.20亿,109.31,1.92,0.42,1.83,0.60,是,是,否,是,,
301559,中集环科,2025-06-06,AdaptedMAPullbackStrategy,Daily,100.20亿,32.96,2.12,-0.01,-0.57,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.5699325629351747).; PEG近似值计算失败：利润增长率无效或非正 (-0.5699325629351747).
600051,宁波联合,2025-06-06,AdaptedMAPullbackStrategy,Daily,22.66亿,27.92,0.67,0.61,0.94,0.30,是,是,是,是,,
600053,九鼎投资,2025-06-06,AdaptedMAPullbackStrategy,Daily,65.77亿,,2.54,-0.25,-7.37,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-7.374020500047897).; PE计算失败：年度净利润无效或非正 (-268000000.00000003).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-7.374020500047897).; PE计算失败：年度净利润无效或非正 (-268000000.00000003).
600059,古越龙山,2025-06-06,AdaptedMAPullbackStrategy,Daily,90.15亿,43.76,1.51,-0.05,-0.05,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.0481545694264126).; PEG近似值计算失败：利润增长率无效或非正 (-0.0481545694264126).
600116,三峡水利,2025-06-06,RefactoredMultiLevelCrossStrategy,Daily,133.85亿,43.18,1.21,-0.08,-1.36,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-1.364421052631579).; PEG近似值计算失败：利润增长率无效或非正 (-1.364421052631579).
600137,浪莎股份,2025-06-06,AdaptedMAPullbackStrategy,Daily,17.86亿,76.31,3.25,-0.10,0.96,0.79,是,否,否,是,,
600149,廊坊发展,2025-06-06,AdaptedMAPullbackStrategy,Daily,20.15亿,23.72,8.43,0.01,0.85,0.28,否,是,是,是,,
600151,航天机电,2025-06-06,RefactoredMultiLevelCrossStrategy,Daily,103.55亿,,2.13,-0.34,0.77,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-71164900.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-71164900.0).
600192,长城电工,2025-06-06,AdaptedMAPullbackStrategy,Daily,33.62亿,,2.95,-0.26,-0.43,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.4327418862914656).; PE计算失败：年度净利润无效或非正 (-225000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.4327418862914656).; PE计算失败：年度净利润无效或非正 (-225000000.0).
600262,北方股份,2025-06-06,AdaptedMAPullbackStrategy,Daily,36.57亿,20.43,2.16,0.06,0.22,0.92,是,是,是,是,,
600279,重庆港,2025-06-06,AdaptedMAPullbackStrategy,Daily,76.20亿,14.40,1.13,-0.20,-2.14,,否,否,是,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-2.1397805876276528).; PEG近似值计算失败：利润增长率无效或非正 (-2.1397805876276528).
600336,澳柯玛,2025-06-06,AdaptedMAPullbackStrategy,Daily,55.54亿,,2.24,-0.14,0.29,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-48525400.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-48525400.0).
600343,航天动力,2025-06-06,AdaptedMAPullbackStrategy,Daily,75.24亿,,5.23,-0.01,-0.14,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.14424047949008276).; PE计算失败：年度净利润无效或非正 (-187000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.14424047949008276).; PE计算失败：年度净利润无效或非正 (-187000000.0).
600353,旭光电子,2025-06-06,AdaptedMAPullbackStrategy,Daily,81.75亿,80.15,4.43,-0.11,0.19,4.14,是,否,否,否,,
600379,宝光股份,2025-06-06,AdaptedMAPullbackStrategy,Daily,34.70亿,38.41,4.51,-0.20,0.16,2.38,是,否,否,否,,
600459,贵研铂业,2025-06-06,ChanBreakoutStrategyV8,Daily,117.62亿,20.31,1.61,0.26,0.05,4.40,是,是,是,否,,
600476,湘邮科技,2025-06-06,AdaptedMAPullbackStrategy,Daily,28.32亿,214.64,19.26,0.26,1.71,1.25,否,是,否,否,,
600486,扬农化工,2025-06-06,ChanBreakoutStrategyV8,Daily,249.29亿,20.74,2.27,0.02,0.01,14.83,是,是,是,否,,
600543,莫高股份,2025-06-06,AdaptedMAPullbackStrategy,Daily,18.14亿,,2.27,-0.24,-13.41,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-13.411006445215666).; PE计算失败：年度净利润无效或非正 (-52075300.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-13.411006445215666).; PE计算失败：年度净利润无效或非正 (-52075300.0).
600616,金枫酒业,2025-06-06,AdaptedMAPullbackStrategy,Daily,39.07亿,678.13,1.99,-0.12,0.06,108.28,是,否,否,否,,
600698,湖南天雁,2025-06-06,AdaptedMAPullbackStrategy,Daily,74.02亿,1797.77,9.61,0.10,0.40,44.47,否,是,否,否,,
600699,均胜电子,2025-06-06,AdaptedMAPullbackStrategy,Daily,247.93亿,25.83,1.81,0.10,0.11,2.40,是,是,是,否,,
600774,汉商集团,2025-06-06,AdaptedMAPullbackStrategy,Daily,25.90亿,,1.56,-0.24,-0.78,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.7820813308395874).; PE计算失败：年度净利润无效或非正 (-14587200.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.7820813308395874).; PE计算失败：年度净利润无效或非正 (-14587200.0).
600777,ST新潮,2025-06-06,AdaptedMAPullbackStrategy,Daily,218.30亿,8.41,1.01,-0.01,-0.12,,是,否,是,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.11846318036286008).; PEG近似值计算失败：利润增长率无效或非正 (-0.11846318036286008).
600790,轻纺城,2025-06-06,AdaptedMAPullbackStrategy,Daily,56.14亿,39.82,0.90,-0.05,-0.47,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.467953994069548).; PEG近似值计算失败：利润增长率无效或非正 (-0.467953994069548).
600798,宁波海运,2025-06-06,AdaptedMAPullbackStrategy,Daily,45.00亿,203.41,1.15,-0.14,-0.89,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.8892165156420306).; PEG近似值计算失败：利润增长率无效或非正 (-0.8892165156420306).
600805,悦达投资,2025-06-06,AdaptedMAPullbackStrategy,Daily,44.25亿,162.35,1.01,-0.12,0.02,98.60,是,否,否,否,,
600817,宇通重工,2025-06-06,AdaptedMAPullbackStrategy,Daily,63.83亿,28.12,2.56,0.01,0.62,0.45,是,是,是,是,,
600855,航天长峰,2025-06-06,AdaptedMAPullbackStrategy,Daily,58.15亿,,3.71,-0.34,0.01,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-246000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-246000000.0).
601008,连云港,2025-06-06,AdaptedMAPullbackStrategy,Daily,84.74亿,44.36,2.06,-0.04,-0.48,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.48009497481935626).; PEG近似值计算失败：利润增长率无效或非正 (-0.48009497481935626).
601022,宁波远洋,2025-06-06,AdaptedMAPullbackStrategy,Daily,123.67亿,22.32,2.08,0.18,0.05,4.66,是,是,是,否,,
601858,中国科传,2025-06-06,ChanBreakoutStrategyV8,Daily,170.19亿,39.31,3.14,-0.04,0.11,3.67,是,否,否,否,,
601908,京运通,2025-06-06,AdaptedMAPullbackStrategy,Daily,73.89亿,,0.83,-0.54,0.80,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-2361000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-2361000000.0).
601956,东贝集团,2025-06-06,AdaptedMAPullbackStrategy,Daily,41.72亿,32.85,1.64,0.03,-0.06,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.05846893337217513).; PEG近似值计算失败：利润增长率无效或非正 (-0.05846893337217513).
603006,联明股份,2025-06-06,AdaptedMAPullbackStrategy,Daily,31.55亿,50.06,2.18,0.00,-0.23,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.23489543691783552).; PEG近似值计算失败：利润增长率无效或非正 (-0.23489543691783552).
603010,万盛股份,2025-06-06,RefactoredMultiLevelCrossStrategy,Daily,59.08亿,57.36,1.62,0.16,-0.79,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.7887127223612113).; PEG近似值计算失败：利润增长率无效或非正 (-0.7887127223612113).
603013,亚普股份,2025-06-06,AdaptedMAPullbackStrategy,Daily,92.63亿,18.53,2.10,0.06,0.01,23.71,是,是,是,否,,
603029,天鹅股份,2025-06-06,RefactoredMultiLevelCrossStrategy,Daily,22.42亿,32.35,2.48,0.15,0.05,5.91,是,是,否,否,,
603032,德新科技,2025-06-06,RefactoredMultiLevelCrossStrategy,Daily,34.05亿,,3.10,0.84,0.92,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-151000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-151000000.0).
603065,宿迁联盛,2025-06-06,AdaptedMAPullbackStrategy,Daily,36.99亿,93.99,1.79,-0.03,-0.29,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.2872491458823745).; PEG近似值计算失败：利润增长率无效或非正 (-0.2872491458823745).
603083,剑桥科技,2025-06-06,ChanBreakoutStrategyV8,Daily,120.91亿,72.40,5.15,0.05,0.21,3.43,是,是,否,否,,
603086,先达股份,2025-06-06,AdaptedMAPullbackStrategy,Daily,39.44亿,,1.98,0.11,2.58,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-25875500.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-25875500.0).
603102,百合股份,2025-06-06,AdaptedMAPullbackStrategy,Daily,28.88亿,20.77,1.76,0.10,0.01,20.38,是,是,是,否,,
603121,华培动力,2025-06-06,RefactoredMultiLevelCrossStrategy,Daily,81.93亿,124.86,6.58,-0.19,-0.62,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.6197426748837712).; PEG近似值计算失败：利润增长率无效或非正 (-0.6197426748837712).
603136,天目湖,2025-06-06,RefactoredMultiLevelCrossStrategy,Daily,34.04亿,32.42,2.52,-0.02,0.26,1.23,是,否,否,否,,
603139,康惠制药,2025-06-06,AdaptedMAPullbackStrategy,Daily,19.99亿,,2.38,-0.05,-16.87,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-16.869741323759552).; PE计算失败：年度净利润无效或非正 (-89625500.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-16.869741323759552).; PE计算失败：年度净利润无效或非正 (-89625500.0).
603168,莎普爱思,2025-06-06,ChanBreakoutStrategyV8,Daily,29.25亿,,1.83,-0.26,1.06,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-123000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-123000000.0).
603310,巍华新材,2025-06-06,ChanBreakoutStrategyV8,Daily,69.55亿,27.38,1.74,-0.38,-0.63,,是,否,是,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.631692930057293).; PEG近似值计算失败：利润增长率无效或非正 (-0.631692930057293).
603320,迪贝电气,2025-06-06,RefactoredMultiLevelCrossStrategy,Daily,26.35亿,39.55,2.31,0.05,0.51,0.77,是,是,否,是,,
603321,梅轮电梯,2025-06-06,AdaptedMAPullbackStrategy,Daily,24.93亿,18.60,2.02,-0.11,-0.94,,是,否,是,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.9415564043104624).; PEG近似值计算失败：利润增长率无效或非正 (-0.9415564043104624).
603330,天洋新材,2025-06-06,RefactoredMultiLevelCrossStrategy,Daily,29.90亿,,1.95,-0.24,-1.47,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-1.4652087839571801).; PE计算失败：年度净利润无效或非正 (-213000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-1.4652087839571801).; PE计算失败：年度净利润无效或非正 (-213000000.0).
603331,百达精工,2025-06-06,AdaptedMAPullbackStrategy,Daily,20.76亿,62.89,1.59,0.04,-0.28,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.27518376957875523).; PEG近似值计算失败：利润增长率无效或非正 (-0.27518376957875523).
603335,迪生力,2025-06-06,AdaptedMAPullbackStrategy,Daily,21.19亿,,8.98,-0.25,-0.86,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.8636060333962156).; PE计算失败：年度净利润无效或非正 (-145000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.8636060333962156).; PE计算失败：年度净利润无效或非正 (-145000000.0).
603337,杰克股份,2025-06-06,AdaptedMAPullbackStrategy,Daily,176.07亿,21.68,3.67,0.10,0.31,0.70,是,是,是,是,,
603586,金麒麟,2025-06-06,AdaptedMAPullbackStrategy,Daily,34.54亿,37.48,1.48,0.39,3.33,0.11,是,是,否,是,,
603610,麒盛科技,2025-06-06,AdaptedMAPullbackStrategy,Daily,43.27亿,27.74,1.40,0.04,-0.01,,是,否,是,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.010110654132393263).; PEG近似值计算失败：利润增长率无效或非正 (-0.010110654132393263).
603611,诺力股份,2025-06-06,AdaptedMAPullbackStrategy,Daily,52.47亿,11.36,1.70,-0.07,0.07,1.63,是,否,是,否,,
603630,拉芳家化,2025-06-06,AdaptedMAPullbackStrategy,Daily,51.64亿,124.83,2.67,-0.06,-0.53,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.5329673082842397).; PEG近似值计算失败：利润增长率无效或非正 (-0.5329673082842397).
603688,石英股份,2025-06-06,RefactoredMultiLevelCrossStrategy,Daily,185.52亿,55.55,3.19,-0.36,-0.67,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.6661563291139241).; PEG近似值计算失败：利润增长率无效或非正 (-0.6661563291139241).
603725,天安新材,2025-06-06,AdaptedMAPullbackStrategy,Daily,23.26亿,23.03,3.00,0.10,0.24,0.97,否,是,是,是,,
603822,嘉澳环保,2025-06-06,RefactoredMultiLevelCrossStrategy,Daily,42.82亿,,7.55,-0.07,-0.44,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.4408694373652225).; PE计算失败：年度净利润无效或非正 (-367000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-0.4408694373652225).; PE计算失败：年度净利润无效或非正 (-367000000.0).
603937,丽岛新材,2025-06-06,ChanBreakoutStrategyV8,Daily,21.79亿,,1.38,0.33,-11.59,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-11.585766108136118).; PE计算失败：年度净利润无效或非正 (-34226500.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-11.585766108136118).; PE计算失败：年度净利润无效或非正 (-34226500.0).
605020,永和股份,2025-06-06,RefactoredMultiLevelCrossStrategy,Daily,104.64亿,41.69,2.23,0.12,1.62,0.26,是,是,否,是,,
605033,美邦股份,2025-06-06,AdaptedMAPullbackStrategy,Daily,29.19亿,79.19,2.53,-0.07,-0.33,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.32597854998627307).; PEG近似值计算失败：利润增长率无效或非正 (-0.32597854998627307).
605055,迎丰股份,2025-06-06,AdaptedMAPullbackStrategy,Daily,34.32亿,77.68,2.97,-0.06,-1.13,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-1.132441023201505).; PEG近似值计算失败：利润增长率无效或非正 (-1.132441023201505).
605122,四方新材,2025-06-06,ChanBreakoutStrategyV8,Daily,22.04亿,,1.08,-0.23,-1.06,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-1.0557712786680866).; PE计算失败：年度净利润无效或非正 (-164000000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-1.0557712786680866).; PE计算失败：年度净利润无效或非正 (-164000000.0).
605138,盛泰集团,2025-06-06,AdaptedMAPullbackStrategy,Daily,37.78亿,80.98,1.48,-0.10,2.00,0.40,是,否,否,是,,
605169,洪通燃气,2025-06-06,AdaptedMAPullbackStrategy,Daily,31.12亿,17.99,1.60,0.44,9.51,0.02,是,是,是,是,,
605186,健麾信息,2025-06-06,ChanBreakoutStrategyV8,Daily,28.70亿,88.24,2.67,1.16,-0.35,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.34645098525456386).; PEG近似值计算失败：利润增长率无效或非正 (-0.34645098525456386).
605298,必得科技,2025-06-06,RefactoredMultiLevelCrossStrategy,Daily,25.74亿,66.23,2.51,0.08,4.37,0.15,是,是,否,是,,
688021,奥福科技,2025-06-06,AdaptedMAPullbackStrategy,Daily,10.84亿,,1.27,0.34,0.63,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-43967600.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-43967600.0).
688025,杰普特,2025-06-06,RefactoredMultiLevelCrossStrategy,Daily,50.44亿,37.93,2.44,0.34,0.37,1.02,是,是,否,否,,
688025,杰普特,2025-06-06,RefactoredMultiLevelCrossStrategy,Daily,50.44亿,37.93,2.44,0.34,0.37,1.02,是,是,否,否,,
688053,思科瑞,2025-06-06,RefactoredMultiLevelCrossStrategy,Daily,29.47亿,,1.84,0.35,-2.16,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-2.159721766520113).; PE计算失败：年度净利润无效或非正 (-21003200.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-2.159721766520113).; PE计算失败：年度净利润无效或非正 (-21003200.0).
688057,金达莱,2025-06-06,ChanBreakoutStrategyV8,Daily,33.78亿,24.66,1.06,0.02,0.26,0.96,是,是,是,是,,
688059,华锐精密,2025-06-06,AdaptedMAPullbackStrategy,Daily,42.87亿,40.07,3.15,0.31,0.70,0.57,是,是,否,是,,
688077,大地熊,2025-06-06,RefactoredMultiLevelCrossStrategy,Daily,30.22亿,94.82,2.82,0.14,-0.17,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.16876780670326838).; PEG近似值计算失败：利润增长率无效或非正 (-0.16876780670326838).
688084,晶品特装,2025-06-06,AdaptedMAPullbackStrategy,Daily,52.83亿,,3.39,2.13,0.61,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-57193000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-57193000.0).
688135,利扬芯片,2025-06-06,AdaptedMAPullbackStrategy,Daily,39.56亿,,3.56,0.11,-23.41,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-23.406203840472674).; PE计算失败：年度净利润无效或非正 (-61618700.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-23.406203840472674).; PE计算失败：年度净利润无效或非正 (-61618700.0).
688173,希荻微,2025-06-06,AdaptedMAPullbackStrategy,Daily,56.25亿,,3.84,0.45,0.44,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-291000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-291000000.0).
688231,隆达股份,2025-06-06,ChanBreakoutStrategyV8,Daily,43.32亿,65.53,1.58,0.09,0.03,20.50,是,是,否,否,,
688280,精进电动,2025-06-06,AdaptedMAPullbackStrategy,Daily,42.91亿,,6.82,0.47,1.40,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-436000000.00000006).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-436000000.00000006).
688302,海创药业,2025-06-06,AdaptedMAPullbackStrategy,Daily,50.16亿,,4.31,,0.32,,否,不适用,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-199000000.0).; 营收同比增长计算失败：上一期营收接近零.; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-199000000.0).; 营收同比增长计算失败：上一期营收接近零.
688314,康拓医疗,2025-06-06,AdaptedMAPullbackStrategy,Daily,25.01亿,28.30,3.80,0.18,0.21,1.37,是,是,是,否,,
688316,青云科技,2025-06-06,RefactoredMultiLevelCrossStrategy,Daily,32.54亿,,50.74,-0.37,-2.02,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-2.016305994230997).; PE计算失败：年度净利润无效或非正 (-95757700.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-2.016305994230997).; PE计算失败：年度净利润无效或非正 (-95757700.0).
688360,德马科技,2025-06-06,AdaptedMAPullbackStrategy,Daily,49.94亿,53.98,3.52,0.25,0.49,1.10,是,是,否,否,,
688375,国博电子,2025-06-06,AdaptedMAPullbackStrategy,Daily,328.17亿,67.66,5.25,-0.49,-0.52,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.5245338842975207).; PEG近似值计算失败：利润增长率无效或非正 (-0.5245338842975207).
688386,泛亚微透,2025-06-06,AdaptedMAPullbackStrategy,Daily,39.82亿,40.15,5.31,0.26,0.43,0.93,是,是,否,是,,
688443,智翔金泰,2025-06-06,AdaptedMAPullbackStrategy,Daily,110.44亿,,5.52,3183.03,0.26,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-797000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-797000000.0).
688518,联赢激光,2025-06-06,RefactoredMultiLevelCrossStrategy,Daily,61.13亿,36.83,1.91,0.20,0.65,0.57,是,是,否,是,,
688665,四方光电,2025-06-06,AdaptedMAPullbackStrategy,Daily,42.49亿,37.60,3.99,0.51,0.65,0.58,是,是,否,是,,
688667,菱电电控,2025-06-06,AdaptedMAPullbackStrategy,Daily,28.23亿,177.02,1.72,0.22,45.21,0.04,是,是,否,是,,
688776,国光电气,2025-06-06,AdaptedMAPullbackStrategy,Daily,107.30亿,228.05,5.79,-0.34,-0.93,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.9264598128244752).; PEG近似值计算失败：利润增长率无效或非正 (-0.9264598128244752).
430300,辰光医疗,2025-06-06,AdaptedMAPullbackStrategy,Daily,17.09亿,,7.80,0.20,0.05,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-60898600.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-60898600.0).
430425,乐创技术,2025-06-06,AdaptedMAPullbackStrategy,Daily,16.68亿,98.80,6.57,0.20,0.82,1.20,是,是,否,否,,
831195,三祥科技,2025-06-06,AdaptedMAPullbackStrategy,Daily,16.91亿,26.24,2.23,0.22,3.21,0.08,是,是,是,是,,
831370,新安洁,2025-06-06,AdaptedMAPullbackStrategy,Daily,14.55亿,,2.27,-0.10,-3.83,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-3.8266305249764896).; PE计算失败：年度净利润无效或非正 (-53433900.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-3.8266305249764896).; PE计算失败：年度净利润无效或非正 (-53433900.0).
831768,拾比佰,2025-06-06,AdaptedMAPullbackStrategy,Daily,12.73亿,,1.92,0.19,3.22,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-3675000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-3675000.0).
831834,三维股份,2025-06-06,AdaptedMAPullbackStrategy,Daily,14.39亿,42.32,4.86,0.21,0.61,0.69,是,是,否,是,,
832225,利通科技,2025-06-06,AdaptedMAPullbackStrategy,Daily,25.46亿,23.79,3.59,0.23,0.86,0.28,是,是,是,是,,
832419,路斯股份,2025-06-06,AdaptedMAPullbackStrategy,Daily,26.30亿,33.56,4.62,0.17,0.17,1.94,是,是,否,否,,
832885,星辰科技,2025-06-06,AdaptedMAPullbackStrategy,Daily,32.07亿,199.48,8.29,0.32,0.18,10.82,是,是,否,否,,
832982,锦波生物,2025-06-06,AdaptedMAPullbackStrategy,Daily,427.51亿,58.40,25.09,0.62,0.67,0.87,是,是,否,是,,
833171,国航远洋,2025-06-06,AdaptedMAPullbackStrategy,Daily,54.32亿,239.68,4.04,-0.11,-1.97,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-1.967038545910373).; PEG近似值计算失败：利润增长率无效或非正 (-1.967038545910373).
833266,生物谷,2025-06-06,AdaptedMAPullbackStrategy,Daily,13.93亿,,1.53,-0.40,-2.59,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-2.5925275184485197).; PE计算失败：年度净利润无效或非正 (-74401000.0).; PEG近似值计算失败：PE 是 NaN.; PEG近似值计算失败：利润增长率无效或非正 (-2.5925275184485197).; PE计算失败：年度净利润无效或非正 (-74401000.0).
833454,同心传动,2025-06-06,AdaptedMAPullbackStrategy,Daily,17.28亿,75.43,5.33,0.39,1.05,0.72,是,是,否,是,,
